Parcel_ID,Variance,Skewness,Kurtosis,Shapiro_p,Is_Gaussian
0,9.497529053287984e-05,-0.5845669360467133,0.9821797695303833,4.887322406022011e-05,False
1,0.00010988333758503406,0.08663032844973173,0.12596934075037458,0.08176879963942613,True
2,0.00010459498157596376,-0.2961786911125009,0.8495136661497216,0.004749125306006226,False
3,0.00010727454648526072,0.2342656969600086,-0.0002690785584404942,0.007413629044447092,False
4,0.0002246241510770975,1.590103559968939,9.091296804880924,4.808017525143079e-11,False
5,0.00012102592261904768,0.028321406369843483,1.5375637642990396,4.3175543371681606e-05,False
6,0.00011189020833333335,0.12871300523470136,0.21001681195044952,0.03029154180060967,False
7,0.00017125037698412693,2.317289368927917,16.49174336911874,3.592237144095147e-14,False
8,0.0001835036068594104,0.09491088701650328,-0.33772151068719003,0.23302976568915557,True
9,0.0002300046017573695,-0.5725323936474518,3.980927142637129,6.807930280800839e-10,False
10,0.0003359086281179137,-0.30613970271986335,1.8451728259960873,8.268657520087139e-07,False
11,9.712509212018144e-05,-0.10307784578876843,0.5834483542377988,0.06976262285514426,True
12,0.00016302780328798184,2.3968835664073613,17.017260115246604,1.2976860606623813e-14,False
13,0.00018590455215419495,0.1822543020254246,-0.41101783234369016,0.05273191160968126,True
14,0.00029378164257369603,0.6642247233886853,2.455867496892637,6.603610928729044e-06,False
15,0.00014428877267573685,0.07268975381059432,1.0469522713041233,0.0023632500082763565,False
16,0.0001263542403628118,0.3675233067682418,1.7981424712967282,7.563449053314682e-05,False
17,0.00018188977182539675,-0.4622210279049407,1.7914465148582224,1.9726468908437456e-05,False
18,9.640952097505673e-05,-0.49497723006862593,0.8509025508656984,0.00023540442023333775,False
19,0.00011118401218820858,0.18888990750073323,-0.1609390669476145,0.024771761434392116,False
20,0.0002187475963718821,1.5239482780526665,8.944004335166456,8.864345142445045e-11,False
21,0.0002615511791383219,0.9241131641670132,3.626254893906907,6.241066972342514e-07,False
22,0.0001394547123015872,0.1862778168478152,1.1734457199196058,0.0005193441129365218,False
23,0.0001370433319160998,0.17317060974383391,1.6435083629326988,0.00011993179751018517,False
