Domain,Gaussian_Fraction,Mean_Variance,Std_Variance,Mean_Skewness,Mean_Kurtosis,Mean_Spectral_Entropy,Mean_Condition_Number
TRIBE,0.13,0.00012143944918863379,5.356011649177735e-05,0.2734545958441339,2.1850038334084916,1.2477723748054321,inf
gaussian,0.9525,0.08914504349406868,0.004255315105070761,-0.006794401473670581,-0.011054652269765661,2.14788395773108,2.819211513567674
uniform,0.0,0.32960480183709623,0.009873650541881024,0.0006252156525388488,-1.1730872769968077,2.1537123057195457,2.6442069033194473
heavy_tail,0.0,0.27207168916589125,0.11401619814383782,0.41667018262075195,31.75162971513902,2.0462657292842397,6.160123757244582
multimodal,0.0,0.2898053373999554,0.006639937643093763,-0.0010407107786109618,-1.4927828190370696,0.6125427572718102,101.67207804142203
correlated,0.03,1.0265009905203184,0.14282286529504815,-0.007065089935056471,-0.04134005020374822,0.22054895880787895,397.13265885826445
