System,Peak_D_eff,Peak_k,Saturation_k,Has_Decline,Decline_Fraction,D_max_fit,k_half,Saturation_R2,Final_D,Growth_Rate
TRIBE,4.410129287644546,200,200,False,0,4.356825123207618,10.754619803002532,0.8498528811288479,4.061712223525713,0.03253379844262933
hierarchical,45.348049212077456,500,100,False,0,50.392184013983105,53.10797230328688,0.999562590471311,45.348049212077456,0.42304085831402816
correlated,27.916582957638735,500,100,False,0,30.437422144939625,29.946226870034206,0.9961462104170437,27.916582957638735,0.3150481941746128
sparse,37.38270273973401,500,0,False,0,99.9999999385386,848.0773724856635,0.9790206926328034,37.38270273973401,0.07839023442465164
manifold,45.01408577124457,500,100,False,0,49.96320749112551,52.886243534260146,0.9996014661357228,45.01408577124457,0.4193079094292745
